X (mm),Y (mm),RingNumber,Angle (deg)
238.15698604072065,137.49999999999997,1.0,185.30430603027344
245.97831877507895,122.962053872671,1.0,239.05372619628906
252.91323469404816,107.98099701611072,1.0,152.4129180908203
258.9367428711333,92.6108157360068,1.0,209.7607879638672
270.55120516760394,49.265052342985136,1.0,121.70452117919922
273.01978470639693,32.942330805100546,1.0,127.63157653808594
274.5044997757406,16.500897032295686,1.0,84.6717529296875
275.0,3.3677786976552216e-14,1.0,103.58375549316406
274.5044997757406,-16.50089703229562,1.0,69.50053405761719
273.01978470639693,-32.9423308051006,1.0,88.60834503173828
270.551205167604,-49.265052342985065,1.0,58.62123107910156
258.9367428711333,-92.61081573600684,1.0,0.0
252.91323469404819,-107.98099701611066,1.0,343.66790771484375
245.97831877507898,-122.96205387267095,1.0,3.570638418197632
238.15698604072062,-137.50000000000003,1.0,314.27978515625
229.47742174278324,-151.54244590306962,1.0,298.9862060546875
219.97090388894762,-165.03878769028623,1.0,280.4171447753906
209.67169052814822,-177.9403894315971,1.0,251.9254913330078
177.94038943159717,-209.67169052814816,1.0,211.3668975830078
165.03878769028628,-219.9709038889476,1.0,201.6310272216797
151.54244590306968,-229.4774217427832,1.0,205.24197387695312
137.5000000000001,-238.1569860407206,1.0,198.65646362304688
122.96205387267091,-245.978318775079,1.0,103.45364379882812
107.98099701611063,-252.9132346940482,1.0,151.83612060546875
92.61081573600681,-258.9367428711333,1.0,145.1817169189453
49.26505234298503,-270.551205167604,1.0,122.90666198730469
32.94233080510057,-273.01978470639693,1.0,88.4096450805664
16.500897032295704,-274.5044997757406,1.0,76.78768920898438
5.051668046482832e-14,-275.0,1.0,354.3596496582031
-16.5008970322956,-274.5044997757406,1.0,88.40660095214844
-32.94233080510046,-273.01978470639693,1.0,79.29057312011719
-49.26505234298517,-270.55120516760394,1.0,62.53098678588867
-92.61081573600673,-258.9367428711333,1.0,31.142961502075195
-107.98099701611054,-252.91323469404824,1.0,355.659423828125
-122.96205387267104,-245.97831877507895,1.0,17.525733947753906
-137.50000000000003,-238.15698604072062,1.0,342.17340087890625
-151.54244590306962,-229.4774217427833,1.0,47.37635040283203
